,patientId,value0,value1,value2,value3,value4,value5,value6,value7,value8,value9,value10,value11,value12,value13,value14,value15,value16,value17,value18,value19,value20,value21,value22,value23,value24,value25,value26,value27,value28,value29,value30,value31,value32,value33,value34,value35,value36,value37,value38,value39,value40,value41,value42,value43,value44,value45,value46,value47,value48,value49,value50,value51,value52,value53,value54,value55,value56,value57,value58,value59,value60,value61,value62,value63,value64,value65,value66,value67,value68,value69,value70,value71,value72,value73,value74,value75,value76,value77,value78,value79,value80,value81,value82,value83,value84,value85,value86,value87,value88,value89,value90,value91,value92,value93,value94,value95,value96,value97,value98,value99,value100,value101,value102,value103,value104,value105,value106,value107,value108,value109,value110,value111,value112,value113,value114,value115,value116,value117,value118,value119,value120,value121,value122,value123,value124,value125,value126,value127,value128,value129,value130,value131,value132,value133,value134,value135,value136,value137,value138,value139,value140,value141,value142,value143,value144,value145,value146,value147,value148,value149,value150,value151,value152,value153,value154,value155,value156,value157,value158,value159,value160,value161,value162,value163,value164,value165,value166,value167,value168,value169,value170,value171,value172,value173,value174,value175,value176,value177,value178,value179,value180,value181,value182,value183,value184,value185,value186,value187,value188,value189,value190,value191,value192,value193,value194,value195,value196,value197,value198,value199,value200,value201,value202,value203,value204,value205,value206,value207,value208,value209,value210,value211,value212,value213,value214,value215,value216,value217,value218,value219,value220,value221,value222,value223,value224,value225,value226,value227,value228,value229,value230,value231,value232,value233,value234,value235,value236,value237,value238,value239,value240,value241,value242,value243,value244,value245,value246,value247,value248,value249,value250,value251,value252,value253,value254,value255,value256,value257,value258,value259,value260,value261,value262,value263,value264,value265,value266,value267,value268,value269,value270,value271,value272,value273,value274,value275,value276,value277,value278,value279,value280,value281,value282,value283,value284,value285,value286,value287,value288,value289,value290,value291,value292,value293,value294,value295,value296,value297,value298,value299,value300,value301,value302,value303,value304,value305,value306,value307,value308,value309,value310,value311,value312,value313,value314,value315,value316,value317,value318,value319,value320,value321,value322,value323,value324,value325,value326,value327,value328,value329,value330,value331,value332,value333,value334,value335,value336,value337,value338,value339,value340,value341,value342,value343,value344,value345,value346,value347,value348,value349,value350,value351,value352,value353,value354,value355,value356,value357,value358,value359,value360,value361,value362,value363,value364,value365,value366,value367,value368,value369,value370,value371,value372,value373,value374,value375,value376,value377,value378,value379,value380,value381,value382,value383,reference,_id
10,34,0,0,0,0.262295,0.880311,0,0,0,0,-0.25,0,0,0,0,0.208696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0.83512,0,-0.25,-0.25,-0.25,-0.25,-0.25,0,0.177165,0,0.597684,0,-0.25,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0.042553,0,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0.262812,0.840744,0,0,0,0,0,0,0,0,0,0.800645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0.736991,0.845869,0.905848,0.609395,0,0,-0.25,0,0,0,0.597343,0.608902,0.784224,0,0,0,0,0,0,0,0,0.863797,0,0,0,0,0,0,0,0,0.662939,0.452005,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0.455046,0.876221,0.536416,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,0.573099,0.806181,0.828786,0.116732,0,-0.25,-0.25,-0.25,-0.25,-0.25,0.271762,0.653226,0.239823,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0.696213,0.833333,0.551583,0,0,-0.25,-0.25,-0.25,0,0,0.017798,0.943548,0.853668,0.899702,0,0,0,0,0,0,0,0.641245,0.453436,0.887021,0.120301,0,0,0,0,0,0,0,0,0.823727,0.613336,0,0,-0.25,0.841884,0.999907,0.999997,0.999531,0,0,0,0,0.988306,0.999838,0.999984,0.999429,0,0,0,0,0.994125,0.999555,1,0.999319,0,0,0,-0.25,0.997258,0.995634,0.999964,0.995214,0,-0.25,-0.25,-0.25,0.998021,0,0.99893,0.711751,0,-0.25,-0.25,-0.25,0.998159,0.978273,0.999964,0.996859,0,-0.25,-0.25,-0.25,0.999351,0.999769,0.999991,0.999331,0,0,0,-0.25,0.999916,0.999915,1,0.999575,0,0,0,0,0.999826,0.999944,0.999987,0.999591,0,0,0,0,0.999956,0.99998,0.999987,0.999308,0,0,0,0,0.999982,0.999972,1,0.997644,0,0,0,0,0.999984,0.999992,0.99962,0,0,0,0,-0.25,0.999944,0.999059,0.902105,0,0,-0.25,-0.25,-0.25,0.999176,0,0,0,0,-0.25,-0.25,-0.25,0.966688,0,0,0,0,-0.25,-0.25,-0.25,0.995587,0.999885,0.999284,0,0,0,0,-0.25,0.989821,0.999964,0.999994,0.998226,0,0,0,0,0,0.999838,0.999977,0.999438,0,0,0,0,34.883282,5f4515ff4579cda5ca02b555
11,62,0,0,0,0,0,0,0.814571,0.848302,0,0,0,0,0,0,0,0,0,0,0,0,0,0.310727,0.786216,0,0,0,0,0,0,0,0,0.495868,0.63848,0,0,0,0,-0.25,-0.25,-0.25,0,0.352941,0.431512,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,0,0.028708,0.070252,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,0.011019,0.488107,0.225564,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,0.011364,0.318681,0.704817,0,0,0,0,-0.25,-0.25,-0.25,0,0.624543,0.893666,0,0,0,0,0,0,0,0,0,0,0.085543,0,0,0,0,0,0,0,0,0,0.385163,0.348092,0.909842,0.902316,0.167771,0,0,0,0,0,0.82259,0.782749,0.937298,0.281713,0,0,0,0.449355,0.19917,0,0,0,0.913209,0.894957,0,0,0,0.723097,0.4666,0,0,0,0,0,0,0,0,0.209567,0,0,0,0,0,0,-0.25,-0.25,-0.25,0.504318,0.02946,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,0.739018,0,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,0.720245,0.417096,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,0.508591,0.435052,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,0.526863,0.622527,0,0,0,0,0,-0.25,-0.25,-0.25,0.44123,0.278121,0,0,0,0,0,0,0,0,0.331942,0.80241,0.451169,0,0,0,0.955224,0,0,0,0.011494,0.447668,0.722593,0,0.672,0.809645,0.96556,0.846091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,-0.25,0.99828,0.998665,0,0,0,-0.25,-0.25,-0.25,0.987327,0.998939,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.06014,5f4515ff4579cda5ca02b556
12,0,0,0,0.085791,0.939597,0.571906,0,0,0,-0.25,-0.25,0,0,0,0.963068,0.477505,0,0,0,-0.25,-0.25,0,0,0,0.896972,0.579661,0,0,0,0,0,0,0,0.725212,0.886767,0.907428,0.957639,0.646138,0,0,0,0,0,0.445993,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0.8214,0.957764,0,-0.25,-0.25,-0.25,0,0,0.301255,0,0.432314,0.954315,0.670777,-0.25,-0.25,-0.25,0,0,0.045845,0,0,0,0,0,-0.25,-0.25,0,0.166052,0.900763,0.672269,0.902148,0.959843,0,0,0,0,0.321429,0.23301,0.85992,0.96893,0.170616,0.803279,0,0,0,0,0.394089,0,0,0.978152,0.457627,0,0,0,-0.25,-0.25,0,0.16791,0.91158,0.98887,0.780396,0,0,0,-0.25,-0.25,0,0.660535,0.91598,0.955736,0.796257,0,0,0,-0.25,-0.25,0.632353,0.981009,0.947474,0.910935,0.828508,0.867993,0,0,-0.25,-0.25,0.972056,0.782322,0.78629,0.766583,0.928152,0.832019,0,0,0,0,0.051613,0,0,0,0.937865,0.957337,0,0,0,0,0,0,0,0,0.872943,0.966801,0,0,-0.25,-0.25,0,0,0,0,0.978685,0.890723,0,-0.25,-0.25,-0.25,0,0,0,0,0.962776,0.902542,0,-0.25,-0.25,-0.25,0,0,0,0,0.861137,0.959182,0,0,-0.25,-0.25,0,0,0,0,0.905239,0.952802,0,0,0,0,0.641115,0.401575,0.045198,0,0.980545,0.902326,0,0,0,0,0.823529,0.993561,0.985675,0.768285,0.91696,0.871442,0,0,-0.25,-0.25,0.851351,0.980237,0.91364,0.938005,0.934312,0,0,0,-0.25,-0.25,0,0,0,0.954103,0,0,-0.25,-0.25,0.991887,0,0,0,0,0,0,0,0.998924,0.996929,0,0,0,0,0,0,0.999632,1,0.998083,0.973692,0,0,0,-0.25,0.999482,0.9998,0.999158,0.998793,0.995651,0,-0.25,-0.25,0.999837,1,0.999587,0.996348,0.970956,0,0,-0.25,0.999853,0.99964,0.973852,0,0,0,0,0,0.998417,0.931704,0,0,0,0,0,0,0.9794,0,0,0,0,0,-0.25,-0.25,0,0,0.996402,0.993243,0.653956,0,-0.25,-0.25,0,0,0,0.996245,0.984091,0,0,0,0,0,0,0,0.893229,0,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0.991424,0.966166,0,0,0,0,0,0.988834,0.994884,0.886591,0,-0.25,-0.25,12.038725,5f4515ff4579cda5ca02b557
13,29,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0.28433,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0.402649,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0.130015,0,0,0,0,-0.25,-0.25,0,0,0,0.158786,0,0,0,0,0,0,0.253061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0.068398,0.07815,0.611587,0,0,-0.25,0,0,0,0,0.599311,0.429487,0.71804,0,0,0,0,0,0,0,0,0.558442,0,0,0.1606,0,0,0,0,0.143575,0.877256,0.386935,0,0,-0.25,-0.25,0,0,0.364154,0.871397,0.024177,0,-0.25,-0.25,-0.25,-0.25,0,0.71493,0.720515,0.656023,0.111317,0,-0.25,-0.25,-0.25,-0.25,0,0.718467,0.730201,0.421209,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0.197183,0.8763,0.376635,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,0.02792,0,0,-0.25,-0.25,0,0,0,0,0.709022,0.611933,0,0,0.365556,0,0,0,0,0,0.5171,0.662027,0.369231,0,0,0,0,0,0,0,0,0.54069,0.357919,0,0,-0.25,0,0.99978,0.999989,0.999619,0,0,0,0,0,0.999609,1,0.999022,0,0,0,0,0,0.999349,0.999997,0.995321,0,0,0,-0.25,0,0.997332,0.999593,0,0,0,-0.25,-0.25,0,0.990732,0.997977,0,0,-0.25,-0.25,-0.25,0,0.999203,0.999189,0,0,0,-0.25,-0.25,0,0.99959,0.999897,0.979137,0,0,0,-0.25,0,0.999729,0.999997,0.999046,0,0,0,0,0,0.999821,0.999992,0.999814,0,0,0,0,0.990264,0.999891,0.999982,0.999996,0.993648,0,0,0,0.993326,0.999894,0.999976,0.999993,0.993264,0,0,0,0.997971,0.99995,0.999985,0.999792,0,0,0,-0.25,0.999763,0.999807,0.999553,0.990689,0,0,-0.25,-0.25,0.999728,0.978244,0,0,0,-0.25,-0.25,-0.25,0.994311,0.938921,0.999624,0.994571,0,0,-0.25,-0.25,0,0.994914,0.999982,0.999719,0,0,0,-0.25,0,0.999529,0.999962,0.999912,0,0,0,0,0,0.99967,0.999981,0.999878,0,0,0,0,36.291177,5f4515ff4579cda5ca02b558
14,21,0,0,0,0.322165,0.889441,0.6977,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.823542,0.75,0,0,0,0,0,0,0,0.680054,0.874745,0.755407,0,0,0,-0.25,0,0,0,0.944328,0.813646,0,0,0,0,-0.25,0,0,0.240903,0.848747,0.696697,0.394313,0,0,0,0,0,0,0,0.297075,0.501608,0.688953,0,0,0,0,0,0,0,0,0.035679,0.145833,0,0,0,-0.25,0,0,0.285036,0.137212,0.718428,0,0,-0.25,-0.25,-0.25,0,0,0.050633,0,0.530218,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0.076433,0.191489,0.242483,0.207921,0,0,-0.25,-0.25,-0.25,0,0,0.719871,0.490528,0.570363,0,0,0,0,-0.25,0,0,0.685323,0.554907,0,0,0,0,0,0,0,0,0.713212,0.824321,0.567455,0,0,0,0,0,0,0,0,0.804564,0.891982,0,0,0,0,-0.25,0,0,0,0,0,0,0,-0.25,0,0,0.889902,0,0,0,0,0,0,0,0.983208,0.974355,0,0,0,0,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0.99554,0.997453,0.93997,0,-0.25,-0.25,0,0,0.974904,0.994977,0.989604,0,0,0,0.997184,0,0,0,0,0,0,0,0.998932,0,0,0,0,0,0,-0.25,0.995955,0,0,0,0,0,0,-0.25,0.852823,0.980256,0.994592,0,0,0,0,0,0.997912,0.997539,0.994818,0,0,0,0,0,0,0.980942,0,0,0,0,-0.25,-0.25,0.992551,0.851678,0,0,0,-0.25,-0.25,-0.25,0.981692,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,76.12869,5f4515ff4579cda5ca02b559
15,69,0.648649,0.228814,0,0,0.949021,0,0,-0.25,-0.25,-0.25,0.192,0,0,0.669643,0.907985,0,0,0,-0.25,-0.25,0,0,0,0.940942,0.363025,0.894949,0,0,0,0,0.15748,0.340909,0.480687,0.831281,0.732026,0.856408,0,0,0,0,0.134454,0,0.774477,0.625,0,0,0,0,0,-0.25,0,0,0.435644,0,0,0.865378,0.886297,0,-0.25,-0.25,0,0,0,0,0.505102,0.860789,0.59168,0,-0.25,-0.25,0,0.205479,0.66055,0,0.216,0,0,0,0,-0.25,0.71028,0.357143,0.835252,0.831202,0.787842,0.922787,0,0,0,0,0.417178,0,0.859848,0.96243,0,0.633279,0,0,0,0,0.070796,0,0.20712,0.974021,0,0,0,0,-0.25,-0.25,0,0.380769,0.904641,0.974684,0.944741,0,0,-0.25,-0.25,-0.25,0.565657,0.965231,0.937589,0.950608,0.919393,0.42398,0,-0.25,-0.25,-0.25,0.649038,0.98227,0.992141,0.914634,0.733091,0.893537,0,0,-0.25,-0.25,0,0,0.378947,0,0.806723,0.964912,0,0,0,0,0,0,0,0,0,0.971299,0.771084,0,0,0,0,0,0,0,0,0.977776,0.938764,0,0,-0.25,0,0,0,0,0.740088,0.996866,0.901986,0,-0.25,-0.25,0,0,0,0,0.082949,0.991914,0.888452,0,-0.25,-0.25,0,0,0,0,0,0.979574,0.797988,0,0,-0.25,0,0,0,0,0,0.976775,0,0,0,0,0,0,0.159468,0.413603,0.821501,0.967033,0,0,0,0,0.790875,0.914136,0.970737,0,0.953325,0.957718,0,0,-0.25,-0.25,0.76,0.983125,0.883704,0,0.938701,0.754706,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,0,-0.25,0.920322,0.996311,0.775541,0,0,0,0,0,0.997221,0.999828,0.996085,0.993631,0,0,0,-0.25,0.999352,0.999878,0.982407,0.99164,0,0,-0.25,-0.25,0.99948,0.999683,0.995575,0.995953,0,0,0,-0.25,0.997633,0.982792,0.938747,0.944072,0,0,0,0,0.96835,0,0,0,0,0,0,-0.25,0,0,0.779575,0,0,0,-0.25,-0.25,0,0,0.991912,0.994958,0.652837,0,-0.25,-0.25,0,0,0.874398,0.450877,0.977796,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0.805138,0.931802,0,0,-0.25,0,0,0,0.963389,0,0,-0.25,-0.25,13.24931,5f4515ff4579cda5ca02b55a
16,31,0.365145,0.315327,0,0,0,0,0.880107,0,-0.25,-0.25,0.283019,0.736615,0.772375,0.451213,0,0,0.070993,0,0,-0.25,0.208333,0.789101,0.732577,0.788316,0,0,0,0,0,0,0.144703,0.453782,0.281742,0.024038,0,0,0,0,0,-0.25,0,0,0.380952,0.417412,0,0,0,-0.25,-0.25,-0.25,0,0.016304,0.641333,0.524214,0.516182,0.149573,0,-0.25,-0.25,-0.25,0,0.059504,0.312889,0.164339,0.424528,0,0,-0.25,-0.25,-0.25,0,0.638396,0.475584,0,0,0,0,-0.25,-0.25,-0.25,0,0.598634,0.726372,0,0,0,0,0,0,-0.25,0,0.405405,0.019778,0,0,0.45949,0,0,0,0,0,0,0,0,0,0.322976,0.036782,0,0,-0.25,0,0,0,0,0,0.698771,0.66035,0,-0.25,-0.25,0,0,0,0,0,0.814983,0.849448,0,-0.25,-0.25,0,0,0,0,0,0.451613,0,0,0,-0.25,0,0,0,0,0,0.86802,0,0,0,0,0,0,0,0,0,0.833625,0,0,0,-0.25,0,0,0,0,0,0,0,-0.25,-0.25,-0.25,0,0.382282,0,0.765646,0,0,0,-0.25,-0.25,-0.25,0,0.451411,0,0.898944,0.531262,0,0,-0.25,-0.25,-0.25,0,0.08867,0.284644,0.671615,0.805355,0,0,-0.25,-0.25,-0.25,0.058997,0.130645,0,0,0.055901,0,0,0,0,-0.25,0.011494,0,0,0,0,0,0.855567,0,0,0,0,0,0,0,0,0,0.738862,0,0,-0.25,0,0,0,0,0,0,0.890277,0,-0.25,-0.25,0,0,0.92599,0.999231,0.999923,0.985108,0,-0.25,0,0,0,0,0.997828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0.989992,0.93662,0,-0.25,-0.25,0,0,0,0.999647,0.99924,0,0,0,0,0,0,0.997071,0.999515,0,0,0,0,0,0,0,0.998951,0,0,-0.25,0.974386,0.998594,0,0.984203,0.9995,0,0,-0.25,0.999419,0.999962,0.999662,0.999791,0.999682,0,0,0,0.999687,0.999984,0.999933,0.999927,0.999197,0,0,0,0.998253,0.999672,0.999614,0.999026,0.95081,0,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,0,0,0.996216,0.99107,0,0,-0.25,-0.25,0,0.656098,0.999778,0.999817,0.998733,0,0,0,0,0.977347,0.999853,0.999752,0.999888,0.981167,0,0,0,0,0.999752,0.999972,0.999943,0.978358,0,-0.25,42.460947,5f4515ff4579cda5ca02b55b
17,55,0.128686,0.031858,0,0,0.029388,0.720887,0,0,-0.25,-0.25,0,0.032668,0,0,0,0,0,0,0,-0.25,0,0,0,0,0.058018,0.348506,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0.303972,0,0,0,0,0,0,0,0,0,0.375734,0,0,-0.25,0,0,0,0,0,0,0.682807,0,-0.25,-0.25,0,0,0,0,0,0,0.727019,0,-0.25,-0.25,0,0,0.020779,0,0,0,0.708842,0,0,-0.25,0.012739,0,0,0,0,0,0.786108,0,0,0.386273,0.17801,0.576512,0,0,0,0,0.546697,0,0,-0.25,0.579407,0.545717,0.130233,0.093985,0.662443,0,0,-0.25,-0.25,-0.25,0.56203,0.14975,0.792996,0.698517,0.72148,0.628755,0,-0.25,-0.25,-0.25,0.128686,0,0.798956,0.250772,0,0,0,-0.25,-0.25,-0.25,0,0,0,0.206954,0.564436,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0.558814,0,0,0,-0.25,0,0,0.020566,0,0,0.87127,0,0,0,0,0.047619,0,0,0,0,0.683452,0,0,0,-0.25,0.235294,0.136594,0,0,0,0.551473,0,0,-0.25,-0.25,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.953793,0,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,52.948863,5f4515ff4579cda5ca02b55c
18,8,0,0.652316,0.655049,0,0,0,0,0,0,-0.25,0,0.753927,0.108844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,0,0,0,0,0.175,0.54878,0,0,0,0,0,0,0,0,0.173653,0.847979,0,0,0,0,0,0,0,-0.25,0,0.422672,0.130719,0.14142,0.827345,0.620867,0,0,0,-0.25,0,0.357401,0,0.864445,0.87617,0,0,0,0,0,0.542396,0.638743,0,0.29349,0.041885,0.950206,0,0,0,0,0.668455,0.096544,0,0,0,0,0,-0.25,-0.25,-0.25,0.469914,0.227848,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0.801282,0.666667,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,0.531969,0.822401,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,0.356564,0.762777,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0.722741,0.750224,0,0,0,0,0,-0.25,-0.25,-0.25,0.025316,0.577143,0,0,0,0.768314,0.512821,0,0,0,0,0.809064,0.702842,0,0.799786,0.944149,0.721368,0,0,0,0,0,0.24797,0,0,0.851666,0.69428,0,0,-0.25,0.997731,0,0,0,0,0,0,0,0.99893,0,0,0,0,0,0,0,0.997905,0,0,0,0,0,0,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.046449,5f4515ff4579cda5ca02b55d
19,77,0,0,0.765832,0,0,0,0,0.707767,0,0,0,0,0.345324,0.923761,0,0,0,0,0,0,0,0,0.640693,0.892857,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,0,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,0,0,0.107383,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,0,0.644338,0.766161,0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,0.139535,0.72541,0.948255,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,0,0.438753,0.66861,0,0,0,0,-0.25,-0.25,-0.25,0,0.238235,0.732723,0,0,0.299084,0,0.880967,0.274725,0,0,0,0,0.897025,0,0.967105,0.929632,0.913632,0.947459,0,0,0,0,0.780856,0.808556,0.938889,0,0,0,0,0.30622,0,0.232848,0.898924,0.783871,0,0,0,0,0,0.05,0,0,0,0,0,0,-0.25,-0.25,-0.25,0.608414,0,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,0.772846,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,0.730539,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,0.782609,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,0.703812,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,-0.25,0.759777,0,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,0.635514,0.876812,0.866764,0,0,0,0,-0.25,-0.25,-0.25,0.535316,0.235988,0.868642,0.554589,0.761233,0.565747,0,0,0,0,0,0,0,0.877483,0.890636,0.948512,0.827457,0,0,0,0.990626,0.999678,0.998182,0,0,0,0,0,0,0.959356,0.776035,0,0,0,0,0,0.989614,0,0,0,0,-0.25,-0.25,-0.25,0.967541,0,0,0,-0.25,-0.25,-0.25,-0.25,0.998283,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,0.990494,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0.999156,0.999465,0.959515,0,0,0,0,0,0.999323,0.999901,0.999374,0,0,0,0,0,0.9978,0.999697,0.999824,0.829468,0,0,0,0,0.973205,0.999413,0.995189,0,0,0,0,0,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0,0.995906,0.993767,0,0,0,0,0,0.864955,0.999846,0.999848,0,0,0,0,0,30.891785,5f4515ff4579cda5ca02b55e
